Cu und Si 17.11.2020 Brinz Vanelli

17.11.2020 15:43

Zeit [s]	Temperatur [K]	R_Probe_1 [Ohm]	R_Thermom [Ohm]	R_Probe_2 [Ohm]	
0.000000E+0	5.161851E+0	1.693000E-2	7.180900E+0	1.024600E+6
9.996037E-1	5.160423E+0	1.708000E-2	7.181290E+0	1.024600E+6
1.999974E+0	5.159435E+0	1.708000E-2	7.181560E+0	1.024600E+6
2.999393E+0	5.152711E+0	1.704000E-2	7.183400E+0	1.024600E+6
3.999459E+0	5.166321E+0	1.690000E-2	7.179680E+0	1.024600E+6
4.999282E+0	5.171459E+0	1.696000E-2	7.178280E+0	1.024600E+6
5.999798E+0	5.151397E+0	1.693000E-2	7.183760E+0	1.024600E+6
6.999817E+0	5.160057E+0	1.677000E-2	7.181390E+0	1.024600E+6
7.999891E+0	5.167275E+0	3.789000E-2	7.179420E+0	1.024600E+6
8.999908E+0	5.157460E+0	3.784000E-2	7.182100E+0	1.024600E+6
1.000034E+1	5.160899E+0	3.847000E-2	7.181160E+0	1.024600E+6
1.099991E+1	5.157753E+0	3.839000E-2	7.182020E+0	1.024600E+6
1.199993E+1	5.154902E+0	3.817000E-2	7.182800E+0	1.024600E+6
1.300024E+1	5.152893E+0	3.849000E-2	7.183350E+0	1.024600E+6
1.400039E+1	5.155852E+0	3.840000E-2	7.182540E+0	1.024600E+6
1.500002E+1	5.160643E+0	3.816000E-2	7.181230E+0	1.024600E+6
1.599967E+1	5.161009E+0	3.806000E-2	7.181130E+0	1.024600E+6
1.700069E+1	5.162547E+0	3.852000E-2	7.180710E+0	1.024600E+6
1.800121E+1	5.160533E+0	3.845000E-2	7.181260E+0	1.024600E+6
1.900159E+1	5.160716E+0	3.792000E-2	7.181210E+0	1.024600E+6
2.000178E+1	5.160497E+0	3.838000E-2	7.181270E+0	1.024600E+6
2.100177E+1	5.158813E+0	3.810000E-2	7.181730E+0	1.024600E+6
2.200344E+1	5.157972E+0	3.805000E-2	7.181960E+0	1.024600E+6
2.300302E+1	5.160387E+0	3.802000E-2	7.181300E+0	1.024600E+6
2.400343E+1	5.161668E+0	3.824000E-2	7.180950E+0	1.024600E+6
2.500263E+1	5.161046E+0	3.843000E-2	7.181120E+0	1.024600E+6
2.600329E+1	5.162400E+0	3.860000E-2	7.180750E+0	1.024600E+6
2.700301E+1	5.160167E+0	3.831000E-2	7.181360E+0	1.024600E+6
2.800286E+1	5.161448E+0	3.805000E-2	7.181010E+0	1.024600E+6
2.900303E+1	5.164855E+0	3.845000E-2	7.180080E+0	1.024600E+6
3.000298E+1	5.164122E+0	3.826000E-2	7.180280E+0	1.024600E+6
3.100310E+1	5.156729E+0	3.829000E-2	7.182300E+0	1.024600E+6
3.200298E+1	5.160204E+0	3.861000E-2	7.181350E+0	1.024600E+6
3.300303E+1	5.159655E+0	3.830000E-2	7.181500E+0	1.024600E+6
3.400315E+1	5.162547E+0	3.822000E-2	7.180710E+0	1.024600E+6
3.500294E+1	5.165295E+0	3.797000E-2	7.179960E+0	1.024600E+6
3.600230E+1	5.162803E+0	3.804000E-2	7.180640E+0	1.024600E+6
3.700265E+1	5.162364E+0	3.820000E-2	7.180760E+0	1.024600E+6
3.800299E+1	5.160057E+0	3.801000E-2	7.181390E+0	1.024600E+6
3.900290E+1	5.169513E+0	3.823000E-2	7.178810E+0	1.024600E+6
4.000293E+1	5.164782E+0	3.816000E-2	7.180100E+0	1.024600E+6
4.100277E+1	5.162730E+0	3.831000E-2	7.180660E+0	1.024600E+6
4.300272E+1	5.176348E+0	2.157000E-2	7.176950E+0	1.024600E+6
4.400244E+1	5.166211E+0	2.286000E-2	7.179710E+0	1.024600E+6
4.500246E+1	5.160314E+0	3.971000E-2	7.181320E+0	1.024600E+6
4.600288E+1	5.155377E+0	3.913000E-2	7.182670E+0	1.024600E+6
4.700326E+1	5.149974E+0	3.780000E-2	7.184150E+0	1.024600E+6
4.800377E+1	5.142469E+0	3.775000E-2	7.186210E+0	1.024600E+6
4.900358E+1	5.134656E+0	3.801000E-2	7.188360E+0	1.024600E+6
5.000292E+1	5.135890E+0	3.802000E-2	7.188020E+0	1.024600E+6
5.100291E+1	5.136326E+0	3.806000E-2	7.187900E+0	1.024600E+6
5.200294E+1	5.111622E+0	3.782000E-2	7.194730E+0	1.024600E+6
5.300314E+1	5.140141E+0	3.787000E-2	7.186850E+0	1.024600E+6
5.400366E+1	4.973474E+0	3.824000E-2	7.233960E+0	1.024600E+6
5.500307E+1	5.125921E+0	3.828000E-2	7.190770E+0	1.024600E+6
5.600334E+1	5.124654E+0	3.804000E-2	7.191120E+0	1.024600E+6
5.700330E+1	5.121762E+0	3.833000E-2	7.191920E+0	1.024600E+6
5.800336E+1	5.150412E+0	3.829000E-2	7.184030E+0	1.024600E+6
5.900334E+1	4.766837E+0	3.819000E-2	7.296140E+0	1.024600E+6
6.000273E+1	4.919307E+0	3.825000E-2	7.249840E+0	1.024600E+6
6.100341E+1	5.056923E+0	3.803000E-2	7.210050E+0	1.024600E+6
6.200347E+1	4.907837E+0	3.828000E-2	7.253240E+0	1.024600E+6
6.300444E+1	5.163243E+0	3.843000E-2	7.180520E+0	1.024600E+6
6.400438E+1	5.277736E+0	3.841000E-2	7.149830E+0	1.024600E+6
6.500383E+1	5.040055E+0	3.843000E-2	7.214830E+0	1.024600E+6
6.600415E+1	5.122882E+0	3.832000E-2	7.191610E+0	1.024600E+6
6.700346E+1	5.403819E+0	3.845000E-2	7.117290E+0	1.024600E+6
6.800421E+1	6.339731E+0	3.885000E-2	6.910100E+0	1.024600E+6
6.900355E+1	5.295452E+0	3.856000E-2	7.145180E+0	1.024600E+6
7.000365E+1	5.111406E+0	3.875000E-2	7.194790E+0	1.024600E+6
7.100416E+1	5.080938E+0	3.849000E-2	7.203290E+0	1.024600E+6
7.200363E+1	5.112306E+0	3.863000E-2	7.194540E+0	1.024600E+6
7.300400E+1	5.105576E+0	3.866000E-2	7.196410E+0	1.024600E+6
7.400323E+1	5.108273E+0	3.863000E-2	7.195660E+0	1.024600E+6
7.500316E+1	5.115948E+0	3.868000E-2	7.193530E+0	1.024600E+6
7.600333E+1	5.075700E+0	3.859000E-2	7.204760E+0	1.024600E+6
7.700345E+1	6.015773E+0	3.845000E-2	6.975710E+0	1.024600E+6
7.800353E+1	5.286182E+0	3.822000E-2	7.147610E+0	1.024600E+6
7.900347E+1	4.698586E+0	3.842000E-2	7.317670E+0	1.024600E+6
8.000361E+1	5.077018E+0	3.803000E-2	7.204390E+0	1.024600E+6
8.100397E+1	5.087222E+0	3.842000E-2	7.201530E+0	1.024600E+6
8.200391E+1	5.210265E+0	3.832000E-2	7.167780E+0	1.024600E+6
8.300379E+1	5.153587E+0	3.845000E-2	7.183160E+0	1.024600E+6
8.400369E+1	5.128564E+0	3.839000E-2	7.190040E+0	1.024600E+6
8.500332E+1	5.144398E+0	3.839000E-2	7.185680E+0	1.024600E+6
8.600338E+1	5.110505E+0	3.831000E-2	7.195040E+0	1.024600E+6
8.700324E+1	5.109101E+0	3.843000E-2	7.195430E+0	1.024600E+6
8.800342E+1	5.126934E+0	3.819000E-2	7.190490E+0	1.024600E+6
8.900365E+1	5.081188E+0	3.839000E-2	7.203220E+0	1.024600E+6
9.000279E+1	5.127441E+0	3.825000E-2	7.190350E+0	1.024600E+6
9.100301E+1	4.941700E+0	3.835000E-2	7.243240E+0	1.024600E+6
9.200338E+1	5.125269E+0	3.831000E-2	7.190950E+0	1.024600E+6
9.300359E+1	5.117463E+0	3.842000E-2	7.193110E+0	1.024600E+6
9.400333E+1	5.197757E+0	3.821000E-2	7.171150E+0	1.024600E+6
9.500281E+1	5.340701E+0	3.817000E-2	7.133420E+0	1.024600E+6
9.600282E+1	5.525225E+0	3.813000E-2	7.087130E+0	1.024600E+6
9.700332E+1	5.620012E+0	3.806000E-2	7.064340E+0	1.024600E+6
9.800296E+1	5.968404E+0	3.802000E-2	6.985800E+0	1.024600E+6
9.900319E+1	6.067845E+0	3.800000E-2	6.964770E+0	1.024600E+6
1.000033E+2	6.384354E+0	3.799000E-2	6.901500E+0	1.024600E+6
1.010030E+2	6.618550E+0	3.801000E-2	6.857960E+0	1.024600E+6
1.020028E+2	6.769594E+0	3.808000E-2	6.831220E+0	1.024600E+6
1.030030E+2	6.806311E+0	3.791000E-2	6.824870E+0	1.024600E+6
1.040031E+2	6.929239E+0	3.786000E-2	6.804020E+0	1.024600E+6
1.050026E+2	7.019561E+0	3.801000E-2	6.789090E+0	1.024600E+6
1.060026E+2	7.109243E+0	3.812000E-2	6.774580E+0	1.024600E+6
1.070032E+2	7.330134E+0	3.809000E-2	6.740110E+0	1.024600E+6
1.080032E+2	7.546613E+0	3.794000E-2	6.707970E+0	1.024600E+6
1.090031E+2	8.651779E+0	3.809000E-2	6.565100E+0	1.024600E+6
1.100031E+2	7.250918E+0	3.807000E-2	6.752270E+0	1.024600E+6
1.110027E+2	7.345676E+0	3.825000E-2	6.737750E+0	1.024600E+6
1.120029E+2	7.569721E+0	3.808000E-2	6.704630E+0	1.024600E+6
1.130030E+2	7.593155E+0	3.808000E-2	6.701260E+0	1.024600E+6
1.140029E+2	7.684914E+0	3.818000E-2	6.688230E+0	1.024600E+6
1.150029E+2	7.720258E+0	3.805000E-2	6.683280E+0	1.024600E+6
1.160023E+2	7.797808E+0	3.816000E-2	6.672550E+0	1.024600E+6
1.170023E+2	7.892254E+0	3.817000E-2	6.659720E+0	1.024600E+6
1.180027E+2	7.884379E+0	3.827000E-2	6.660780E+0	1.024600E+6
1.190020E+2	8.012120E+0	3.816000E-2	6.643800E+0	1.024600E+6
1.200025E+2	7.878815E+0	3.813000E-2	6.661530E+0	1.024600E+6
1.210036E+2	7.893964E+0	3.822000E-2	6.659490E+0	1.024600E+6
1.220032E+2	8.021889E+0	3.812000E-2	6.642520E+0	1.024600E+6
1.230031E+2	8.159977E+0	3.810000E-2	6.624700E+0	1.024600E+6
1.240036E+2	8.226923E+0	3.799000E-2	6.616240E+0	1.024600E+6
1.250035E+2	8.292848E+0	3.807000E-2	6.608020E+0	1.024600E+6
1.260039E+2	8.268847E+0	3.808000E-2	6.611000E+0	1.024600E+6
1.270043E+2	8.330613E+0	3.806000E-2	6.603360E+0	1.024600E+6
1.280043E+2	8.384097E+0	3.788000E-2	6.596820E+0	1.024600E+6
1.290042E+2	8.409153E+0	3.827000E-2	6.593780E+0	1.024600E+6
1.300042E+2	8.476271E+0	3.783000E-2	6.585710E+0	1.024600E+6
1.310043E+2	8.509448E+0	3.795000E-2	6.581760E+0	1.024600E+6
1.320042E+2	8.547848E+0	3.799000E-2	6.577220E+0	1.024600E+6
1.330040E+2	8.595782E+0	3.792000E-2	6.571600E+0	1.024600E+6
1.340043E+2	8.641482E+0	3.816000E-2	6.566290E+0	1.024600E+6
1.350042E+2	8.686017E+0	3.769000E-2	6.561160E+0	1.024600E+6
1.360041E+2	8.724431E+0	3.782000E-2	6.556770E+0	1.024600E+6
1.370041E+2	8.780407E+0	3.803000E-2	6.550430E+0	1.024600E+6
1.380041E+2	8.848924E+0	3.779000E-2	6.542760E+0	1.024600E+6
1.390041E+2	8.855941E+0	3.784000E-2	6.541980E+0	1.024600E+6
1.400040E+2	8.890261E+0	3.773000E-2	6.538180E+0	1.024600E+6
1.410041E+2	8.929271E+0	3.782000E-2	6.533890E+0	1.024600E+6
1.420040E+2	8.975372E+0	3.769000E-2	6.528860E+0	1.024600E+6
1.430039E+2	9.001020E+0	3.777000E-2	6.526080E+0	1.024600E+6
1.440042E+2	9.042795E+0	3.774000E-2	6.521580E+0	1.024600E+6
1.450040E+2	9.077290E+0	3.783000E-2	6.517890E+0	1.024600E+6
1.460039E+2	9.118235E+0	3.790000E-2	6.513540E+0	1.024600E+6
1.470036E+2	9.124285E+0	3.793000E-2	6.512900E+0	1.024600E+6
1.480033E+2	9.177409E+0	3.841000E-2	6.507310E+0	1.024600E+6
1.490037E+2	9.209684E+0	3.784000E-2	6.503940E+0	1.024600E+6
1.500038E+2	9.258302E+0	3.818000E-2	6.498900E+0	1.024600E+6
1.510038E+2	9.313114E+0	3.826000E-2	6.493270E+0	1.024600E+6
1.520037E+2	9.331144E+0	3.820000E-2	6.491430E+0	1.024600E+6
1.530036E+2	9.368266E+0	3.824000E-2	6.487660E+0	1.024600E+6
1.540037E+2	9.399073E+0	3.810000E-2	6.484550E+0	1.024600E+6
1.550036E+2	9.431646E+0	3.806000E-2	6.481280E+0	1.024600E+6
1.560037E+2	9.464706E+0	3.794000E-2	6.477980E+0	1.024600E+6
1.570037E+2	9.491595E+0	3.790000E-2	6.475310E+0	1.024600E+6
1.580036E+2	9.532927E+0	3.779000E-2	6.471230E+0	1.024600E+6
1.590035E+2	9.564734E+0	3.774000E-2	6.468110E+0	1.024600E+6
1.600038E+2	9.579576E+0	3.793000E-2	6.466660E+0	1.024600E+6
1.610036E+2	9.628152E+0	3.798000E-2	6.461940E+0	1.024600E+6
1.620035E+2	9.652073E+0	3.781000E-2	6.459630E+0	1.024600E+6
1.630035E+2	9.676926E+0	3.802000E-2	6.457240E+0	1.024600E+6
1.640036E+2	9.703455E+0	3.768000E-2	6.454700E+0	1.024600E+6
1.650035E+2	9.727369E+0	3.794000E-2	6.452420E+0	1.024600E+6
1.660036E+2	9.761309E+0	3.807000E-2	6.449200E+0	1.024600E+6
1.670030E+2	9.780155E+0	3.791000E-2	6.447420E+0	1.024600E+6
1.680034E+2	9.815998E+0	3.835000E-2	6.444050E+0	1.024600E+6
1.690029E+2	9.841014E+0	3.825000E-2	6.441710E+0	1.024600E+6
1.700032E+2	9.861510E+0	3.802000E-2	6.439800E+0	1.024600E+6
1.710029E+2	9.887796E+0	3.807000E-2	6.437360E+0	1.024600E+6
1.720033E+2	9.911703E+0	3.811000E-2	6.435150E+0	1.024600E+6
1.730027E+2	9.940279E+0	3.815000E-2	6.432520E+0	1.024600E+6
1.740029E+2	9.965160E+0	3.815000E-2	6.430240E+0	1.024600E+6
1.750031E+2	9.986632E+0	3.802000E-2	6.428280E+0	1.024600E+6
1.760032E+2	1.001281E+1	3.826000E-2	6.425900E+0	1.024600E+6
1.770026E+2	1.003489E+1	3.792000E-2	6.423900E+0	1.024600E+6
1.780031E+2	1.006038E+1	3.803000E-2	6.421600E+0	1.024600E+6
1.790030E+2	1.009380E+1	3.806000E-2	6.418600E+0	1.024600E+6
1.800032E+2	1.011214E+1	3.825000E-2	6.416960E+0	1.024600E+6
1.810025E+2	1.013773E+1	3.812000E-2	6.414680E+0	1.024600E+6
1.820025E+2	1.015609E+1	3.820000E-2	6.413050E+0	1.024600E+6
1.830030E+2	1.017213E+1	3.833000E-2	6.411630E+0	1.024600E+6
1.840029E+2	1.019514E+1	3.836000E-2	6.409600E+0	1.024600E+6
1.850025E+2	1.022484E+1	3.818000E-2	6.406990E+0	1.024600E+6
1.860028E+2	1.023168E+1	3.825000E-2	6.406390E+0	1.024600E+6
1.870029E+2	1.025101E+1	3.816000E-2	6.404700E+0	1.024600E+6
1.880029E+2	1.027316E+1	3.831000E-2	6.402770E+0	1.024600E+6
1.890027E+2	1.028939E+1	3.838000E-2	6.401360E+0	1.024600E+6
1.900029E+2	1.031375E+1	3.846000E-2	6.399250E+0	1.024600E+6
1.910030E+2	1.032974E+1	3.828000E-2	6.397870E+0	1.024600E+6
1.920030E+2	1.035181E+1	3.827000E-2	6.395970E+0	1.024600E+6
1.930027E+2	1.037467E+1	3.826000E-2	6.394010E+0	1.024600E+6
1.940027E+2	1.039608E+1	3.819000E-2	6.392180E+0	1.024600E+6
1.950027E+2	1.041792E+1	3.835000E-2	6.390320E+0	1.024600E+6
1.960024E+2	1.044408E+1	3.832000E-2	6.388100E+0	1.024600E+6
1.970026E+2	1.046158E+1	3.832000E-2	6.386620E+0	1.024600E+6
1.980029E+2	1.048293E+1	3.822000E-2	6.384820E+0	1.024600E+6
1.990025E+2	1.049887E+1	3.823000E-2	6.383480E+0	1.024600E+6
2.000029E+2	1.053016E+1	3.826000E-2	6.380860E+0	1.024600E+6
2.010021E+2	1.053423E+1	3.828000E-2	6.380520E+0	1.024600E+6
2.020022E+2	1.054850E+1	3.815000E-2	6.379330E+0	1.024600E+6
2.030023E+2	1.056773E+1	3.834000E-2	6.377730E+0	1.024600E+6
2.040024E+2	1.059475E+1	3.837000E-2	6.375490E+0	1.024600E+6
2.050021E+2	1.060261E+1	3.815000E-2	6.374840E+0	1.024600E+6
2.060020E+2	1.061922E+1	3.819000E-2	6.373470E+0	1.024600E+6
2.070024E+2	1.063428E+1	3.832000E-2	6.372230E+0	1.024600E+6
2.080020E+2	1.064987E+1	3.823000E-2	6.370950E+0	1.024600E+6
2.090023E+2	1.066892E+1	3.820000E-2	6.369390E+0	1.024600E+6
2.100023E+2	1.068704E+1	3.849000E-2	6.367910E+0	1.024600E+6
2.110022E+2	1.070140E+1	3.825000E-2	6.366740E+0	1.024600E+6
2.120025E+2	1.071284E+1	3.835000E-2	6.365810E+0	1.024600E+6
2.130022E+2	1.073269E+1	3.823000E-2	6.364200E+0	1.024600E+6
2.140021E+2	1.072935E+1	3.820000E-2	6.364470E+0	1.024600E+6
2.150016E+2	1.075668E+1	3.827000E-2	6.362260E+0	1.024600E+6
2.160017E+2	1.076847E+1	3.831000E-2	6.361310E+0	1.024600E+6
2.170022E+2	1.078562E+1	3.831000E-2	6.359930E+0	1.024600E+6
2.180020E+2	1.079745E+1	3.812000E-2	6.358980E+0	1.024600E+6
2.190019E+2	1.080731E+1	3.814000E-2	6.358190E+0	1.024600E+6
2.200021E+2	1.082557E+1	3.837000E-2	6.356730E+0	1.024600E+6
2.210018E+2	1.083396E+1	3.850000E-2	6.356060E+0	1.024600E+6
2.220016E+2	1.084061E+1	3.825000E-2	6.355530E+0	1.024600E+6
2.230016E+2	1.086248E+1	3.828000E-2	6.353790E+0	1.024600E+6
2.240016E+2	1.087912E+1	3.862000E-2	6.352470E+0	1.024600E+6
2.250015E+2	1.088481E+1	3.835000E-2	6.352020E+0	1.024600E+6
2.260019E+2	1.090188E+1	3.823000E-2	6.350670E+0	1.024600E+6
2.270016E+2	1.091329E+1	3.839000E-2	6.349770E+0	1.024600E+6
2.280018E+2	1.092256E+1	3.854000E-2	6.349040E+0	1.024600E+6
2.290021E+2	1.093693E+1	3.824000E-2	6.347910E+0	1.024600E+6
2.300018E+2	1.095746E+1	3.844000E-2	6.346300E+0	1.024600E+6
2.310018E+2	1.096142E+1	3.838000E-2	6.345990E+0	1.024600E+6
2.320017E+2	1.098395E+1	3.836000E-2	6.344230E+0	1.024600E+6
2.330015E+2	1.098485E+1	3.828000E-2	6.344160E+0	1.024600E+6
2.340020E+2	1.099126E+1	3.840000E-2	6.343660E+0	1.024600E+6
2.350012E+2	1.100488E+1	3.856000E-2	6.342600E+0	1.024600E+6
2.360019E+2	1.101582E+1	3.837000E-2	6.341750E+0	1.024600E+6
2.370015E+2	1.102794E+1	3.837000E-2	6.340810E+0	1.024600E+6
2.380019E+2	1.103737E+1	3.822000E-2	6.340080E+0	1.024600E+6
2.390012E+2	1.104810E+1	3.841000E-2	6.339250E+0	1.024600E+6
2.400019E+2	1.105574E+1	3.835000E-2	6.338660E+0	1.024600E+6
2.410013E+2	1.107911E+1	3.826000E-2	6.336860E+0	1.024600E+6
2.420018E+2	1.108926E+1	3.834000E-2	6.336080E+0	1.024600E+6
2.430015E+2	1.109238E+1	3.834000E-2	6.335840E+0	1.024600E+6
2.440010E+2	1.111222E+1	3.848000E-2	6.334320E+0	1.024600E+6
2.450010E+2	1.111587E+1	3.838000E-2	6.334040E+0	1.024600E+6
2.460014E+2	1.112372E+1	3.827000E-2	6.333440E+0	1.024600E+6
2.470013E+2	1.113905E+1	3.853000E-2	6.332270E+0	1.024600E+6
2.480011E+2	1.113289E+1	3.837000E-2	6.332740E+0	1.024600E+6
2.490013E+2	1.114785E+1	3.858000E-2	6.331600E+0	1.024600E+6
2.500013E+2	1.115415E+1	3.841000E-2	6.331120E+0	1.024600E+6
2.510013E+2	1.115770E+1	3.863000E-2	6.330850E+0	1.024600E+6
2.520011E+2	1.116850E+1	3.851000E-2	6.330030E+0	1.024600E+6
2.530009E+2	1.117469E+1	3.862000E-2	6.329560E+0	1.024600E+6
2.540014E+2	1.119225E+1	3.857000E-2	6.328230E+0	1.024600E+6
2.550013E+2	1.123761E+1	3.841000E-2	6.324810E+0	1.024600E+6
2.560011E+2	1.125066E+1	3.856000E-2	6.323830E+0	1.024600E+6
2.570007E+2	1.127269E+1	3.850000E-2	6.322180E+0	1.024600E+6
2.580008E+2	1.128795E+1	3.854000E-2	6.321040E+0	1.024600E+6
2.590006E+2	1.130715E+1	3.844000E-2	6.319610E+0	1.024600E+6
2.600007E+2	1.132087E+1	3.828000E-2	6.318590E+0	1.024600E+6
2.610010E+2	1.133489E+1	3.831000E-2	6.317550E+0	1.024600E+6
2.620010E+2	1.134353E+1	3.829000E-2	6.316910E+0	1.024600E+6
2.630005E+2	1.136437E+1	3.846000E-2	6.315370E+0	1.024600E+6
2.640003E+2	1.138798E+1	3.854000E-2	6.313630E+0	1.024600E+6
2.650011E+2	1.140827E+1	3.845000E-2	6.312140E+0	1.024600E+6
2.660010E+2	1.144066E+1	3.815000E-2	6.309770E+0	1.024600E+6
2.670005E+2	1.146495E+1	3.827000E-2	6.308000E+0	1.024600E+6
2.680006E+2	1.149208E+1	3.829000E-2	6.306030E+0	1.024600E+6
2.690010E+2	1.153873E+1	3.824000E-2	6.302660E+0	1.024600E+6
2.700008E+2	1.158527E+1	3.841000E-2	6.299320E+0	1.024600E+6
2.710003E+2	1.164029E+1	3.817000E-2	6.295400E+0	1.024600E+6
2.720008E+2	1.170922E+1	3.829000E-2	6.290530E+0	1.024600E+6
2.730004E+2	1.174816E+1	3.826000E-2	6.287800E+0	1.024600E+6
2.740006E+2	1.179622E+1	3.807000E-2	6.284450E+0	1.024600E+6
2.750000E+2	1.184923E+1	3.811000E-2	6.280780E+0	1.024600E+6
2.760008E+2	1.190614E+1	3.833000E-2	6.276870E+0	1.024600E+6
2.770006E+2	1.194526E+1	3.816000E-2	6.274200E+0	1.024600E+6
2.780006E+2	1.199079E+1	3.826000E-2	6.271110E+0	1.024600E+6
2.790005E+2	1.201700E+1	3.827000E-2	6.269340E+0	1.024600E+6
2.800018E+2	1.205446E+1	3.819000E-2	6.266820E+0	1.024600E+6
2.810017E+2	1.207940E+1	3.851000E-2	6.265150E+0	1.024600E+6
2.820020E+2	1.211072E+1	3.849000E-2	6.263060E+0	1.024600E+6
2.830023E+2	1.214384E+1	3.844000E-2	6.260860E+0	1.024600E+6
2.840025E+2	1.217983E+1	3.845000E-2	6.258480E+0	1.024600E+6
2.850020E+2	1.222147E+1	3.848000E-2	6.255740E+0	1.024600E+6
2.860024E+2	1.224345E+1	3.841000E-2	6.254300E+0	1.024600E+6
2.870018E+2	1.229344E+1	3.837000E-2	6.251040E+0	1.024600E+6
2.880023E+2	1.235725E+1	3.822000E-2	6.246910E+0	1.024600E+6
2.890023E+2	1.240861E+1	3.833000E-2	6.243610E+0	1.024600E+6
2.900023E+2	1.247213E+1	3.839000E-2	6.239560E+0	1.024600E+6
2.910036E+2	1.254315E+1	3.831000E-2	6.235070E+0	1.024600E+6
2.920027E+2	1.263024E+1	3.824000E-2	6.229620E+0	1.024600E+6
2.930035E+2	1.270840E+1	3.847000E-2	6.224780E+0	1.024600E+6
2.940035E+2	1.280801E+1	3.855000E-2	6.218680E+0	1.024600E+6
2.950035E+2	1.289675E+1	3.864000E-2	6.213310E+0	1.024600E+6
2.960030E+2	1.300784E+1	3.866000E-2	6.206670E+0	1.024600E+6
2.970030E+2	1.311722E+1	3.855000E-2	6.200220E+0	1.024600E+6
2.980026E+2	1.323743E+1	3.828000E-2	6.193230E+0	1.024600E+6
2.990026E+2	1.334325E+1	3.852000E-2	6.187160E+0	1.024600E+6
3.000033E+2	1.347321E+1	3.851000E-2	6.179810E+0	1.024600E+6
3.010029E+2	1.358080E+1	3.858000E-2	6.173810E+0	1.024600E+6
3.020033E+2	1.366896E+1	3.852000E-2	6.168950E+0	1.024600E+6
3.030032E+2	1.374808E+1	3.851000E-2	6.164630E+0	1.024600E+6
3.040026E+2	1.382869E+1	3.857000E-2	6.160270E+0	1.024600E+6
3.050029E+2	1.388944E+1	3.862000E-2	6.157010E+0	1.024600E+6
3.060038E+2	1.394536E+1	3.850000E-2	6.154030E+0	1.024600E+6
3.070037E+2	1.401034E+1	3.873000E-2	6.150590E+0	1.024600E+6
3.080040E+2	1.405807E+1	3.844000E-2	6.148080E+0	1.024600E+6
3.090042E+2	1.410605E+1	3.850000E-2	6.145570E+0	1.024600E+6
3.100051E+2	1.414639E+1	3.856000E-2	6.143470E+0	1.024600E+6
3.110050E+2	1.418421E+1	3.858000E-2	6.141510E+0	1.024600E+6
3.120045E+2	1.426033E+1	3.840000E-2	6.137590E+0	1.024600E+6
3.130049E+2	1.425546E+1	3.834000E-2	6.137840E+0	1.024600E+6
3.140050E+2	1.428220E+1	3.848000E-2	6.136470E+0	1.024600E+6
3.150050E+2	1.437060E+1	3.847000E-2	6.131970E+0	1.024600E+6
3.160055E+2	1.439016E+1	3.841000E-2	6.130980E+0	1.024600E+6
3.170054E+2	1.439511E+1	3.854000E-2	6.130730E+0	1.024600E+6
3.180056E+2	1.449002E+1	3.844000E-2	6.125960E+0	1.024600E+6
3.190058E+2	1.452649E+1	3.848000E-2	6.124140E+0	1.024600E+6
3.200051E+2	1.461061E+1	3.851000E-2	6.119970E+0	1.024600E+6
3.210051E+2	1.470922E+1	3.867000E-2	6.115130E+0	1.024600E+6
3.220050E+2	1.482794E+1	3.862000E-2	6.109370E+0	1.024600E+6
3.230051E+2	1.492845E+1	3.857000E-2	6.104550E+0	1.024600E+6
3.240053E+2	1.503640E+1	3.852000E-2	6.099430E+0	1.024600E+6
3.250053E+2	1.514259E+1	3.858000E-2	6.094450E+0	1.024600E+6
3.260051E+2	1.523804E+1	3.859000E-2	6.090020E+0	1.024600E+6
3.270056E+2	1.532854E+1	3.880000E-2	6.085860E+0	1.024600E+6
3.280053E+2	1.543954E+1	3.869000E-2	6.080810E+0	1.024600E+6
3.290051E+2	1.553193E+1	3.861000E-2	6.076650E+0	1.024600E+6
3.300056E+2	1.564143E+1	3.875000E-2	6.071770E+0	1.024600E+6
3.310053E+2	1.571729E+1	3.858000E-2	6.068420E+0	1.024600E+6
3.320047E+2	1.580657E+1	3.874000E-2	6.064510E+0	1.024600E+6
3.330047E+2	1.588878E+1	3.869000E-2	6.060940E+0	1.024600E+6
3.340047E+2	1.595117E+1	3.884000E-2	6.058250E+0	1.024600E+6
3.350046E+2	1.601957E+1	3.891000E-2	6.055320E+0	1.024600E+6
3.360052E+2	1.607994E+1	3.877000E-2	6.052750E+0	1.024600E+6
3.370051E+2	1.612929E+1	3.877000E-2	6.050660E+0	1.024600E+6
3.380049E+2	1.619484E+1	3.889000E-2	6.047900E+0	1.024600E+6
3.390050E+2	1.625193E+1	3.875000E-2	6.045510E+0	1.024600E+6
3.400045E+2	1.629490E+1	3.904000E-2	6.043720E+0	1.024600E+6
3.410052E+2	1.632235E+1	3.892000E-2	6.042580E+0	1.024600E+6
3.420044E+2	1.636125E+1	3.913000E-2	6.040970E+0	1.024600E+6
3.430050E+2	1.640394E+1	3.912000E-2	6.039210E+0	1.024600E+6
3.440043E+2	1.644217E+1	3.903000E-2	6.037640E+0	1.024600E+6
3.450045E+2	1.647393E+1	3.916000E-2	6.036340E+0	1.024600E+6
3.460044E+2	1.650774E+1	3.912000E-2	6.034960E+0	1.024600E+6
3.470047E+2	1.655744E+1	3.910000E-2	6.032940E+0	1.024600E+6
